"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"1909",1909,"services","stable","others","average","3","2","2","2","2","2","3","3","3","4","4","4","4","3","3","4","4","2","4","4","3","2","3","3","3","3","4","4","3","3","3","4","2","4","2","4","3","4","4","3","4","4","2","4"
"1910",1910,"technology","startup","others","average","4","3","3","4","5","4","3","3","3","3","3","3","4","2","4","3","4","4","3","3","3","4","3","3","4","2","3","2","2","4","3","2","3","2","2","4","4","4","4","4","3","3","2","4"
"1911",1911,"services","growth","others","aboveaverage","3","4","3","3","4","5","5","4","5","5","5","4","4","4","4","5","4","5","4","4","5","4","4","4","5","4","5","5","5","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4"
"1912",1912,"others","startup","private","aboveaverage","5","4","3","3","5","4","4","5","5","5","4","4","4","4","4","5","4","4","4","5","4","4","5","5","5","5","5","4","4","5","4","4","4","5","4","5","4","5","5","5","4","4","4","5"
"1913",1913,"technology","growth","public","average","4","4","2","2","3","4","4","4","4","3","4","4","3","3","2","3","4","4","3","2","3","4","3","3","4","3","3","4","2","3","4","4","3","4","3","3","4","3","3","3","4","3","3","3"
"1914",1914,"financial","growth","private","aboveaverage","3","5","3","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5"
"1915",1915,"utilities","stable","private","aboveaverage","4","3","4","2","5","5","5","4","4","4","4","4","5","4","4","4","4","5","4","5","5","4","5","4","5","4","4","4","4","4","5","5","4","4","4","4","5","5","5","4","5","4","4","4"
"1916",1916,"technology","growth","public","average","3","4","2","4","2","4","4","3","2","3","2","4","3","4","3","2","3","3","3","3","2","4","4","3","3","3","2","3","3","3","4","3","3","4","4","4","3","4","3","4","3","4","2","3"
"1917",1917,"technology","trough","private","aboveaverage","4","4","4","4","4","4","5","4","4","5","5","4","4","4","4","4","5","4","5","5","5","4","5","5","5","4","4","4","4","4","5","5","5","4","5","4","5","5","5","5","5","4","4","5"
"1918",1918,"utilities","stable","private","aboveaverage","3","4","4","2","4","4","4","5","4","4","4","4","4","4","5","5","4","5","4","4","4","5","4","4","5","5","4","5","4","4","4","4","5","5","5","5","4","5","4","5","4","5","4","5"
"1919",1919,"government","startup","government","aboveaverage","3","3","4","4","5","4","4","4","4","4","4","5","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","5","4"
"1920",1920,"fmcg","startup","others","average","3","4","3","3","4","3","3","4","4","4","3","3","4","4","4","4","4","4","2","4","3","3","3","4","3","4","2","3","2","4","3","3","3","3","3","3","4","4","3","3","3","2","3","2"
"1921",1921,"technology","stable","public","belowaverage","3","3","4","4","3","3","3","3","4","3","3","3","2","2","3","3","3","4","4","4","2","2","4","3","3","2","4","3","4","3","3","3","4","2","3","4","4","2","4","2","2","3","3","2"
"1922",1922,"technology","stable","government","average","3","2","4","4","2","4","4","3","3","4","2","3","3","4","2","3","4","2","3","4","3","3","4","3","4","2","4","3","3","3","4","4","4","4","4","3","4","3","2","2","3","4","3","3"
"1923",1923,"government","startup","government","average","2","3","4","4","4","4","4","3","3","4","4","3","4","3","4","3","4","3","4","3","4","3","2","4","2","2","4","4","3","4","4","3","3","3","3","3","4","2","3","4","3","4","3","3"
"1924",1924,"financial","startup","public","average","3","4","3","2","4","4","3","3","3","2","3","3","3","4","3","2","4","4","3","2","4","3","3","3","3","3","4","3","3","3","3","3","3","3","2","4","4","3","3","3","2","3","4","4"
"1925",1925,"utilities","growth","gov-linked","aboveaverage","4","4","4","3","4","4","5","4","5","4","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","4","5","4","5","5","5","4","4","5","5","4","4","4","4","4","4","4","4","4"
"1926",1926,"utilities","startup","others","average","3","4","3","3","4","4","2","3","3","4","3","3","4","2","4","3","4","3","3","3","4","3","4","3","4","3","3","4","2","3","3","2","2","3","4","3","3","2","3","3","3","4","4","4"
"1927",1927,"government","growth","government","average","4","2","4","3","3","3","3","3","2","4","3","3","3","3","3","2","2","4","3","4","3","2","3","3","4","2","3","3","3","3","2","3","2","4","4","3","3","3","2","2","4","2","3","3"
"1928",1928,"technology","stable","private","average","2","4","3","4","4","4","4","4","2","3","4","3","4","4","3","3","2","2","2","4","2","4","3","4","4","3","3","2","3","4","4","3","3","4","4","3","3","2","4","4","4","3","3","3"
"1929",1929,"utilities","growth","public","average","4","2","3","4","2","3","4","2","4","4","4","3","4","2","3","2","2","4","4","3","4","3","3","4","2","3","2","4","4","4","4","4","3","3","3","4","3","2","4","3","3","4","3","3"
"1930",1930,"fmcg","growth","others","aboveaverage","3","4","4","4","4","5","4","4","5","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","5","5","4","4","5","4","4","4","5","4","4","4","4"
"1931",1931,"utilities","decline","gov-linked","aboveaverage","5","4","4","5","4","4","4","5","5","5","4","5","5","5","4","5","5","4","4","4","5","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","5","4","4","5","4","5","5","5"
"1932",1932,"services","growth","government","average","2","3","3","2","3","3","3","3","3","3","3","3","3","2","3","4","3","4","4","4","2","2","3","3","3","4","4","3","2","3","4","4","2","4","4","2","2","2","3","3","4","4","3","3"
"1933",1933,"fmcg","startup","public","aboveaverage","3","3","3","3","3","4","4","4","5","4","4","5","4","4","5","4","4","4","5","4","4","5","5","4","4","4","5","5","4","5","4","5","4","4","5","4","4","5","4","4","5","5","4","4"
"1934",1934,"services","growth","others","average","2","4","2","3","2","4","4","2","3","3","3","4","4","3","4","3","3","3","4","4","3","3","2","3","4","3","4","4","4","4","2","2","4","3","4","3","3","3","4","3","2","3","3","4"
"1935",1935,"utilities","startup","others","average","3","4","4","3","4","3","4","3","2","2","4","4","3","3","4","4","3","4","4","3","3","3","2","3","2","2","2","4","3","2","2","3","3","3","3","2","4","3","4","4","4","4","4","3"
"1936",1936,"financial","growth","public","average","3","3","3","3","3","4","4","2","3","4","4","2","4","4","4","4","3","4","2","3","3","4","2","2","3","3","4","2","4","3","4","4","2","4","4","4","3","3","2","3","2","4","4","4"
"1937",1937,"others","growth","private","aboveaverage","4","3","4","3","5","4","4","4","4","4","5","4","5","5","4","4","4","4","4","4","5","4","5","4","5","5","4","4","4","4","5","5","4","5","4","4","5","5","4","4","5","4","5","5"
"1938",1938,"government","growth","government","belowaverage","3","3","3","3","4","4","2","2","2","4","3","3","3","4","3","3","3","4","3","2","2","4","2","4","3","4","3","3","2","4","4","3","4","2","3","3","2","3","2","4","3","3","3","3"
"1939",1939,"technology","growth","public","average","3","4","3","3","3","4","4","2","3","3","3","4","3","3","3","4","3","3","4","3","4","3","4","2","3","3","3","2","2","4","4","3","3","3","3","2","4","4","3","2","4","3","2","3"
"1940",1940,"fmcg","decline","others","aboveaverage","5","4","4","4","4","5","5","5","5","5","5","4","4","4","5","5","5","5","5","5","5","4","5","5","5","4","5","4","5","5","4","5","5","5","5","4","5","5","5","4","5","5","5","4"
"1941",1941,"fmcg","startup","gov-linked","average","2","4","4","2","5","3","2","4","2","3","4","2","4","3","3","2","2","2","3","3","3","4","3","2","3","3","2","4","3","4","3","4","2","2","2","3","4","4","2","2","4","3","2","2"
"1942",1942,"fmcg","growth","others","belowaverage","2","4","4","3","2","3","4","3","2","2","2","3","4","2","4","3","4","2","4","3","3","3","3","4","2","4","3","3","2","2","2","3","2","4","3","2","3","2","4","3","3","2","3","4"
"1943",1943,"government","stable","government","aboveaverage","3","3","4","4","4","5","4","4","4","4","4","4","5","4","5","5","5","4","4","4","5","4","4","4","5","4","4","4","4","4","4","5","5","4","5","5","4","4","5","4","4","4","5","4"
"1944",1944,"government","growth","government","average","4","3","3","4","4","3","3","3","3","4","3","4","4","3","3","2","4","4","4","4","4","3","4","3","4","3","2","3","3","4","3","3","4","4","4","2","2","3","3","3","4","4","4","3"
"1945",1945,"government","stable","government","average","2","4","4","4","2","2","4","4","3","4","2","4","4","3","2","3","3","3","3","3","4","3","4","2","2","4","3","3","2","2","3","4","2","4","4","3","4","3","3","2","4","3","4","2"
"1946",1946,"others","startup","gov-linked","average","3","3","4","3","4","3","4","3","4","3","4","3","3","3","2","4","3","3","2","4","3","2","4","4","4","3","4","2","4","4","2","3","4","4","3","2","3","4","3","3","4","4","3","3"
"1947",1947,"services","stable","private","average","4","3","4","2","2","2","3","4","2","3","3","3","3","4","2","3","3","3","2","3","4","4","3","3","3","4","3","4","3","4","2","2","2","4","2","2","3","4","4","3","3","3","3","3"
"1948",1948,"services","stable","private","aboveaverage","3","4","3","2","5","4","5","5","4","4","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4"
"1949",1949,"technology","startup","private","aboveaverage","3","3","3","2","3","4","4","5","4","5","4","5","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","5","4","4","5","4","4","5","5"
"1950",1950,"financial","decline","public","average","4","3","3","3","2","4","2","3","4","4","4","2","3","2","4","4","3","3","4","2","3","4","2","4","4","2","4","3","4","2","3","3","3","4","2","4","3","2","2","2","4","3","3","3"
"1951",1951,"utilities","startup","private","average","3","2","3","2","4","3","3","3","3","4","4","3","4","3","4","4","3","4","2","3","3","4","2","3","4","2","2","3","2","2","3","4","3","3","2","4","3","3","4","2","3","3","4","3"
"1952",1952,"others","startup","gov-linked","aboveaverage","5","3","3","3","3","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","5","4","5","4","5","4","5","4","4","4","5","4","4","4","4"
"1953",1953,"fmcg","growth","others","average","2","3","2","2","2","4","2","4","3","3","2","2","3","4","3","2","4","4","2","4","3","3","2","3","3","2","4","3","4","4","3","2","4","2","4","4","2","3","3","4","3","2","3","2"
"1954",1954,"others","growth","private","average","3","3","4","4","2","3","4","3","4","3","4","3","3","3","3","3","3","2","2","4","3","3","2","3","3","3","3","4","2","4","2","4","2","4","2","3","2","2","3","4","2","3","2","2"
"1955",1955,"financial","stable","private","average","3","4","3","3","2","3","3","4","3","3","2","2","3","2","4","3","2","3","3","3","4","4","3","2","3","2","3","4","2","4","4","2","3","4","4","2","3","3","3","3","3","2","3","3"
"1956",1956,"utilities","growth","government","average","4","3","2","4","2","4","4","4","4","3","3","4","2","4","3","4","4","3","4","4","3","3","3","4","2","4","3","4","2","3","3","2","4","2","3","3","4","3","3","4","3","3","3","4"
"1957",1957,"technology","decline","public","average","2","4","4","2","2","4","2","3","3","3","4","2","4","2","3","3","4","4","4","3","3","2","3","4","3","3","2","2","3","3","4","3","3","3","3","3","3","4","3","3","3","3","3","2"
"1958",1958,"financial","growth","gov-linked","average","4","2","3","4","2","3","3","4","3","4","4","2","2","3","2","4","4","4","3","3","3","3","3","2","4","4","4","4","4","4","3","2","2","4","3","3","3","2","4","4","2","3","3","2"
"1959",1959,"services","stable","public","aboveaverage","3","5","2","3","5","4","4","5","4","5","4","4","4","5","5","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","5","4","4","5"
"1960",1960,"others","stable","private","average","3","3","3","2","4","4","3","2","4","4","3","4","3","2","4","4","4","2","3","3","4","3","3","4","4","2","3","2","4","3","3","3","2","3","2","3","3","2","4","3","2","3","4","3"
"1961",1961,"technology","decline","public","average","4","2","4","4","2","3","4","3","3","2","3","3","3","2","4","4","4","3","3","3","3","4","3","4","3","4","3","4","3","3","4","4","4","4","2","3","2","2","4","3","3","3","4","3"
"1962",1962,"financial","startup","private","average","3","3","4","2","4","4","3","2","4","3","2","2","4","3","3","2","4","3","2","3","3","3","3","3","4","2","4","3","2","4","4","3","4","4","3","3","3","3","2","4","4","4","4","3"
"1963",1963,"fmcg","startup","public","average","3","4","4","2","3","3","4","4","4","4","4","3","3","4","4","3","4","3","2","4","3","3","4","4","4","3","3","3","2","2","3","3","2","2","2","4","3","2","3","3","4","2","2","2"
"1964",1964,"utilities","stable","others","average","4","4","4","3","3","2","4","3","2","2","3","2","4","2","4","3","2","2","3","4","4","4","3","2","3","3","4","3","4","4","4","4","2","3","2","4","4","4","3","4","3","2","4","4"
"1965",1965,"technology","startup","others","average","3","4","2","3","3","4","4","2","3","3","3","3","4","3","3","4","4","3","3","3","3","3","3","3","4","3","3","3","3","3","4","3","3","2","4","3","4","4","4","3","4","3","4","2"
"1966",1966,"technology","growth","public","average","4","2","4","3","2","3","3","4","3","2","3","2","2","2","3","4","3","3","3","3","4","3","2","2","4","3","3","4","3","3","3","2","4","3","3","2","4","3","4","3","2","3","2","3"
"1967",1967,"government","startup","government","average","4","3","3","3","3","4","3","2","3","2","2","4","3","2","3","3","2","3","3","3","3","3","3","2","4","3","3","4","3","3","3","2","3","4","3","4","3","4","4","3","3","2","4","4"
"1968",1968,"services","stable","private","aboveaverage","3","3","4","3","4","4","4","4","5","4","4","5","4","4","5","4","4","4","4","5","5","4","4","5","5","4","5","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4"
"1969",1969,"services","growth","private","aboveaverage","3","5","3","4","4","5","4","4","4","5","4","4","5","4","5","4","4","4","4","4","4","5","5","4","4","4","5","4","4","4","5","5","5","4","4","5","4","5","4","5","5","4","4","4"
"1970",1970,"utilities","startup","public","average","4","3","3","3","3","3","2","2","3","4","3","2","3","2","4","4","4","4","3","2","2","4","2","3","3","3","4","3","3","3","4","4","4","3","3","3","4","2","4","2","2","4","4","4"
"1971",1971,"services","growth","public","aboveaverage","4","5","3","3","4","5","4","4","4","5","4","5","4","4","4","5","5","5","4","4","4","5","4","4","4","4","4","5","5","4","4","4","4","4","4","5","4","5","4","4","4","4","4","4"
"1972",1972,"technology","growth","government","average","4","2","4","3","3","3","4","2","2","4","3","3","2","2","3","3","4","3","4","4","4","3","4","2","4","4","4","4","3","4","3","3","4","3","4","4","2","4","4","4","2","3","3","2"
"1973",1973,"fmcg","growth","private","average","3","3","3","4","2","4","3","4","2","3","4","4","3","3","3","4","4","4","3","4","4","3","2","3","3","2","3","2","4","3","4","3","3","2","3","3","3","4","2","3","4","3","3","3"
"1974",1974,"fmcg","growth","others","average","2","3","4","3","2","2","4","4","3","3","4","3","2","4","3","3","3","3","4","4","2","4","4","2","4","3","3","4","3","3","4","4","3","3","3","4","4","4","2","2","4","3","3","4"
"1975",1975,"financial","growth","public","average","3","3","3","4","3","2","2","4","4","3","3","2","2","3","3","3","3","3","3","3","4","4","4","3","3","2","4","4","3","4","4","4","4","3","3","3","3","3","3","4","4","2","4","3"
"1976",1976,"utilities","growth","gov-linked","average","3","2","4","3","2","2","2","4","3","4","3","3","3","4","4","4","4","4","3","2","4","3","2","3","2","3","3","3","3","2","4","2","4","3","3","4","3","4","3","3","4","4","2","4"
"1977",1977,"services","stable","private","average","3","2","2","2","2","3","2","3","4","3","3","3","3","3","4","2","3","3","4","3","3","3","4","3","2","4","4","4","4","3","4","3","4","3","2","4","4","2","2","4","3","4","3","3"
"1978",1978,"services","growth","public","average","3","2","4","3","4","4","3","4","4","2","4","4","2","3","2","4","4","3","4","4","3","3","3","4","2","2","4","3","3","2","2","3","4","4","4","4","2","3","4","3","4","4","4","4"
"1979",1979,"technology","growth","public","belowaverage","2","3","4","3","2","3","4","3","3","2","4","3","2","4","3","3","3","3","4","3","2","3","4","3","4","3","4","2","2","2","4","4","3","3","3","2","4","2","4","4","4","4","4","3"
"1980",1980,"utilities","stable","private","average","3","2","3","3","3","2","3","3","4","3","4","4","3","4","4","3","3","4","3","4","4","2","3","3","3","2","3","3","3","4","3","4","4","4","3","4","3","2","4","2","3","3","3","4"
"1981",1981,"financial","stable","public","average","3","3","3","2","2","2","2","4","3","3","3","3","3","3","4","3","3","2","3","3","4","3","4","4","3","3","3","3","4","2","3","4","4","3","3","3","3","4","4","4","2","2","3","3"
"1982",1982,"technology","startup","public","average","3","3","4","3","3","4","3","3","4","3","2","3","2","4","2","3","3","3","4","4","4","3","3","3","3","4","3","4","3","4","3","4","3","2","3","3","4","3","3","3","2","3","3","4"
"1983",1983,"utilities","stable","others","average","3","4","3","3","3","3","2","3","4","4","3","3","3","4","3","3","3","3","4","3","4","2","3","4","3","2","2","3","3","4","4","2","4","3","4","4","4","4","3","3","3","3","3","4"
"1984",1984,"services","stable","others","average","4","2","3","2","2","3","2","2","2","3","3","3","2","2","3","2","3","4","3","4","3","2","4","3","4","2","3","4","4","4","4","3","3","3","2","2","4","4","3","3","2","4","3","4"
"1985",1985,"utilities","growth","private","average","4","3","4","3","2","2","2","4","2","2","3","3","4","4","3","2","3","3","4","4","4","4","2","3","3","3","4","2","2","2","3","3","2","3","4","3","3","3","2","2","2","3","3","4"
"1986",1986,"financial","trough","gov-linked","average","4","3","3","3","4","4","2","3","4","4","3","4","4","4","4","2","3","2","4","3","3","4","3","3","3","3","3","4","4","3","3","3","3","3","2","3","4","4","3","4","2","3","3","4"
"1987",1987,"utilities","growth","public","average","3","4","3","3","2","2","3","2","4","3","3","4","3","3","3","3","4","3","3","2","3","4","3","3","4","2","3","4","3","3","3","4","3","2","2","3","4","4","2","2","3","4","3","3"
"1988",1988,"utilities","growth","gov-linked","aboveaverage","3","5","3","3","4","5","4","4","5","4","4","4","4","5","4","5","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5","4","4","4","5","4","4","4","5","4","5","5","4","5"
"1989",1989,"services","growth","public","average","4","2","2","3","2","3","3","4","4","3","2","2","2","3","3","3","4","3","4","3","4","2","3","2","4","3","2","4","4","3","3","3","3","4","3","4","2","3","2","2","3","4","4","2"
"1990",1990,"utilities","stable","public","belowaverage","4","3","3","2","3","2","4","3","4","3","3","3","4","3","2","3","4","4","4","3","2","4","4","3","4","4","3","2","4","2","4","4","3","3","3","3","4","2","3","4","4","3","2","2"
"1991",1991,"services","stable","public","average","4","3","2","3","3","4","3","3","3","2","4","2","3","2","3","3","4","4","4","3","2","3","3","2","4","4","2","2","3","4","3","4","3","4","2","3","3","3","2","3","3","3","4","4"
"1992",1992,"financial","decline","private","average","2","3","4","4","4","2","4","3","4","4","4","4","3","3","3","4","4","4","3","3","4","2","3","4","3","2","4","3","4","2","3","3","4","2","3","4","3","3","4","3","3","3","4","4"
"1993",1993,"fmcg","decline","government","average","3","2","4","4","2","3","3","3","4","3","4","3","4","4","2","3","2","4","4","3","2","4","4","4","4","2","2","4","3","3","4","2","3","4","3","2","3","3","4","4","3","3","4","3"
"1994",1994,"fmcg","stable","government","aboveaverage","4","4","2","4","4","4","5","5","4","4","4","5","4","4","5","5","4","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","4","5","4","5","4","4","4","4","4","5","4","4"
"1995",1995,"services","decline","public","belowaverage","3","2","3","4","3","3","2","4","3","4","4","3","3","2","3","3","3","4","4","2","4","3","3","3","4","2","4","4","4","3","2","3","3","3","4","4","4","4","3","3","3","3","2","2"
"1996",1996,"technology","growth","private","average","3","3","3","3","3","3","3","4","2","3","3","3","4","3","3","3","3","3","2","3","4","4","3","4","3","3","4","3","4","2","3","3","2","4","4","3","3","2","2","3","3","3","4","4"
"1997",1997,"technology","decline","public","average","3","3","3","3","2","3","3","4","3","3","4","3","3","3","4","3","4","3","2","4","2","4","3","3","2","3","4","3","2","4","4","4","4","3","2","2","4","4","3","2","3","3","4","3"
"1998",1998,"others","stable","private","average","4","3","4","2","3","4","2","3","3","3","3","3","4","3","3","3","4","4","2","3","3","4","3","2","4","3","2","3","4","3","3","4","2","3","4","4","2","4","3","3","2","4","2","3"
"1999",1999,"technology","growth","private","average","3","3","3","2","2","4","4","3","3","4","3","2","4","4","4","3","4","3","3","3","4","3","4","3","3","3","3","2","4","3","4","3","4","4","3","2","3","3","3","4","2","2","4","3"
"2000",2000,"government","decline","government","average","3","4","3","2","2","3","3","3","2","3","3","4","4","3","2","3","2","3","2","3","3","4","4","4","4","3","4","3","2","4","4","3","4","3","3","2","4","3","2","3","3","3","4","3"
"2001",2001,"fmcg","stable","others","average","4","4","3","3","3","3","3","3","3","3","4","3","4","2","3","2","4","3","2","3","4","4","3","4","4","4","3","4","3","2","2","2","3","3","3","4","3","3","2","3","4","4","2","4"
"2002",2002,"others","decline","others","average","3","4","4","4","3","3","4","4","2","3","3","2","2","4","4","4","3","4","4","4","2","4","2","3","3","4","3","2","4","3","3","2","2","3","4","3","4","4","3","4","4","4","3","3"
"2003",2003,"others","stable","private","average","4","2","3","3","3","2","3","4","3","3","4","4","3","3","3","4","2","4","3","4","3","2","3","3","3","2","4","3","4","4","3","3","4","3","3","3","3","4","2","3","4","3","3","3"
"2004",2004,"utilities","startup","private","average","4","2","2","2","5","2","2","3","4","4","4","3","3","4","3","3","3","3","3","4","4","4","4","4","4","3","2","4","4","3","4","3","3","4","4","3","3","4","3","4","3","4","2","3"
"2005",2005,"services","decline","private","average","2","3","4","3","2","4","3","4","3","3","4","2","3","3","4","3","4","3","4","2","4","4","3","3","4","4","2","4","2","3","3","4","4","3","4","4","3","4","2","3","3","3","2","4"
"2006",2006,"others","growth","government","average","3","2","3","4","4","3","2","2","4","3","4","4","3","3","4","3","3","4","4","4","2","3","3","2","4","3","3","4","3","4","3","3","3","3","2","3","2","4","4","3","4","2","2","4"
"2007",2007,"fmcg","stable","private","aboveaverage","3","3","4","4","4","5","4","4","5","5","4","5","5","4","4","4","4","4","4","5","4","4","4","5","4","4","5","4","4","4","4","4","4","5","4","4","4","5","4","4","5","4","4","5"
"2008",2008,"services","growth","public","average","2","3","3","3","2","3","4","4","4","3","4","3","4","4","4","3","4","4","4","4","4","2","3","3","3","3","4","2","3","3","3","2","4","3","3","3","2","2","3","4","3","4","4","4"
"2009",2009,"services","growth","gov-linked","average","3","3","4","3","2","4","3","2","2","3","4","2","4","3","3","2","3","4","4","3","2","3","3","3","3","3","2","3","3","4","4","3","3","3","3","2","3","3","4","2","4","4","3","3"
"2010",2010,"government","stable","government","aboveaverage","3","4","3","2","4","4","4","4","4","5","4","4","4","4","5","4","4","5","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","5","4","5","5","4","4","5","4","4"
"2011",2011,"others","growth","government","average","2","3","3","2","3","2","4","4","3","2","3","4","3","3","3","4","3","3","3","3","3","3","4","3","4","3","4","3","4","3","2","3","2","4","4","3","2","3","2","3","2","2","2","3"
"2012",2012,"technology","startup","others","average","4","3","2","3","4","2","2","4","3","2","3","3","2","3","3","3","4","4","3","4","4","4","4","3","2","4","3","3","3","3","3","2","4","4","3","3","2","3","4","3","4","3","3","4"
"2013",2013,"services","decline","government","average","4","2","3","3","3","3","4","3","4","2","2","3","2","2","2","4","2","3","3","3","3","3","2","4","3","3","4","3","3","3","3","3","4","3","4","4","3","2","2","2","3","2","3","3"
"2014",2014,"financial","growth","public","average","3","4","3","3","3","2","3","4","2","2","3","3","4","4","4","3","2","4","3","4","4","3","3","3","4","4","3","3","3","4","3","3","3","2","3","4","2","3","4","4","3","3","2","3"
"2015",2015,"financial","decline","private","aboveaverage","5","4","5","4","5","5","5","5","4","4","4","4","5","4","5","4","5","4","5","5","4","5","4","4","4","5","5","4","4","5","5","5","4","5","5","4","4","5","5","5","5","4","5","5"
"2016",2016,"technology","growth","public","average","3","3","3","3","4","3","2","4","2","3","3","4","3","3","4","3","3","4","3","2","4","2","2","4","4","3","3","2","4","3","2","2","4","3","3","3","3","3","3","4","3","4","4","3"
"2017",2017,"others","startup","government","average","3","4","2","2","4","4","3","3","4","2","4","4","3","4","2","3","4","2","3","4","3","2","4","4","3","3","3","3","4","3","3","3","2","3","3","2","4","3","3","3","3","2","2","3"
"2018",2018,"services","startup","others","average","2","3","3","4","5","4","4","3","2","2","3","4","3","4","3","4","3","4","4","3","3","3","4","4","2","4","2","4","3","3","4","4","3","2","2","3","2","3","3","3","3","3","3","2"
"2019",2019,"others","growth","others","average","2","3","3","3","3","4","3","2","3","4","3","3","4","3","3","3","4","4","4","3","3","4","2","2","4","2","4","3","2","3","4","2","4","4","4","3","3","3","4","4","3","2","3","3"
"2020",2020,"financial","stable","others","aboveaverage","5","3","4","3","4","4","4","4","4","4","5","5","4","4","4","5","5","4","5","4","4","5","4","4","4","5","4","4","5","4","4","5","4","5","4","5","4","4","4","4","4","4","4","5"
"2021",2021,"services","growth","government","aboveaverage","3","3","4","3","4","5","4","4","4","4","4","4","4","4","5","4","4","4","5","4","5","4","4","5","4","4","4","4","5","4","5","5","4","4","4","4","4","4","4","4","4","5","5","4"
"2022",2022,"government","growth","government","average","2","3","4","3","3","3","3","4","4","3","4","4","3","3","4","3","2","4","3","3","2","4","3","3","3","4","4","4","4","3","2","4","3","4","2","2","3","3","3","3","3","2","4","2"
"2023",2023,"services","growth","gov-linked","average","3","4","3","3","2","3","4","4","2","3","4","3","4","2","2","2","4","4","3","2","4","3","3","4","3","2","4","4","3","4","2","3","3","3","4","3","4","3","3","3","3","3","3","3"
"2024",2024,"services","stable","others","average","3","3","3","2","2","4","3","4","4","3","3","3","3","4","2","3","2","2","3","2","2","4","2","2","2","4","2","3","3","3","3","4","2","4","3","3","4","2","3","3","3","3","4","2"
"2025",2025,"others","decline","public","average","2","4","3","4","2","4","3","4","3","3","4","2","3","4","3","4","4","4","3","2","4","3","2","2","4","4","4","4","4","4","3","3","3","4","4","4","4","4","3","4","3","3","2","3"
"2026",2026,"services","growth","others","aboveaverage","3","3","4","4","4","4","5","4","4","5","5","4","5","5","5","4","5","4","5","4","4","4","4","4","5","4","4","5","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4","5"
"2027",2027,"fmcg","stable","government","average","2","3","4","4","4","2","4","3","4","2","3","2","3","4","4","4","2","3","3","3","4","4","4","4","4","4","3","3","2","2","4","3","3","3","4","3","3","2","4","3","4","2","3","3"
"2028",2028,"technology","startup","private","average","3","2","2","4","5","4","3","4","4","2","3","4","4","4","3","3","4","3","3","3","4","4","4","4","3","4","3","4","4","3","3","2","2","4","4","4","3","3","4","4","3","4","3","3"
"2029",2029,"fmcg","decline","government","average","4","2","3","3","2","3","3","4","4","2","4","2","3","4","4","4","3","4","4","2","2","3","2","4","4","3","3","4","3","4","3","4","4","3","2","3","4","4","3","2","4","3","3","4"
"2030",2030,"fmcg","growth","government","aboveaverage","4","3","3","4","4","4","5","4","5","4","4","4","5","4","5","4","4","4","5","4","5","5","5","5","5","4","5","5","4","4","5","4","5","5","4","5","4","4","5","5","4","5","5","4"
"2031",2031,"technology","stable","government","average","2","2","4","3","4","3","4","3","3","3","3","4","4","3","3","2","4","3","3","2","2","3","3","3","3","4","4","3","3","2","4","2","3","3","4","2","2","2","3","3","4","3","3","2"
"2032",2032,"technology","growth","public","aboveaverage","3","3","3","4","5","4","5","4","4","4","5","5","5","4","4","4","4","5","4","4","5","4","5","5","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4"
"2033",2033,"financial","stable","public","average","3","3","4","4","2","2","3","3","3","3","4","2","2","3","4","3","4","3","4","3","2","3","3","3","3","4","4","2","4","3","2","3","3","3","3","3","4","4","3","3","3","4","4","4"
